datetime,hour_x,DA_price_real,priceUsd,priceEur,hour_y,ID_price_real,hour,SMF_real,real_production,powerplantId,DA_price_forecasted,ID_price_forecasted,SMF_forecasted,forecasted_production_meteologica,q_committed,q_committed_horizon,d_da_prod,d_da_bat,d_id_prod,d_id_bat,x_id,x_ceza,is_charging,charge,soc,soc_post,d_da_prod_extra,d_da_bat_extra,d_id_prod_extra,d_id_bat_extra,d_da_prod_horizon,d_da_bat_horizon,charge_extra,x_id_adj,x_ceza_adj,d_id_prod_adj,d_id_bat_adj,charge_adj,d_id_prod_horizon,d_id_bat_horizon,x_id_horizon,x_ceza_horizon,charge_horizon
2025-07-03 01:00:00+03:00,01:00,2931.1,73.7,62.45,01:00,3263.67,2025-07-03T01:00:00+03:00,3118.88,52.44,2591,2846.749201365052,3040.867237738161,2849.6158819004054,49.54294840146144,12.46663838780903,0.0,12.46663838780903,0.0,37.399915163427096,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,-4.659744668439423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 02:00:00+03:00,02:00,2900.01,72.91,61.78,02:00,3190.57,2025-07-03T02:00:00+03:00,3118.88,53.37,2591,2794.099219901902,2926.1287401323216,2777.167715728517,50.24727967230709,12.599397013871824,0.0,12.599397013871824,0.0,37.798191041615475,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,-0.5298323332771702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 03:00:00+03:00,03:00,3115.08,78.32,66.37,03:00,2912.7,2025-07-03T03:00:00+03:00,3144.27,48.23,2591,2941.3875014095534,2558.6159086733246,2618.3097236547887,44.85188287696407,39.419713218862775,0.0,39.419713218862775,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,2.0893600399342063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 04:00:00+03:00,04:00,2882.01,72.46,61.4,04:00,2947.43,2025-07-03T04:00:00+03:00,2948.19,50.79,2591,2873.7347539977745,2894.818362648695,2922.794185086684,48.69820059988976,38.8213908178042,0.0,38.8213908178042,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,9.960534724147806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 05:00:00+03:00,05:00,2510.1,63.11,53.48,05:00,2950.89,2025-07-03T05:00:00+03:00,3118.88,48.01,2591,2635.171176698221,3220.8889091564165,3400.0,47.81423989361735,10.129139860594755,0.0,10.129139860594755,0.0,30.387419581784265,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,12.437686972827429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 06:00:00+03:00,06:00,1899.99,47.77,40.48,06:00,2602.79,2025-07-03T06:00:00+03:00,3280.0,50.86,2591,2045.2638192781915,2999.979278633223,3400.0,52.1046734053095,13.091003584790494,0.0,13.091003584790494,0.0,39.273010754371484,0.0,0.0,0.0,-0.0,0.0,8.0,8.0,0.0,0.0,6.107108548714962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 07:00:00+03:00,07:00,689.57,17.34,14.69,07:00,1098.24,2025-07-03T07:00:00+03:00,3160.0,45.5,2591,692.2698790909378,1115.0091670155664,3197.1171219482358,45.30094358120111,12.588637065862827,0.0,12.588637065862827,0.0,4.570034908928683,0.0,0.0,0.0,1.0,33.1958762886598,8.0,8.0,0.0,0.0,-4.153742523172049,0.0,0.0,0.0,-0.9958762886594172,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 08:00:00+03:00,08:00,2025.11,50.92,43.14,08:00,2655.63,2025-07-03T08:00:00+03:00,3325.11,51.32,2591,1998.5579041775866,2599.87158399846,3194.319120482024,50.653096206340685,11.567351146301354,0.0,11.567351146301354,0.0,34.70205343890406,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,0.0,0.0,0.7334347758287691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 09:00:00+03:00,09:00,1899.99,47.77,40.48,09:00,2402.42,2025-07-03T09:00:00+03:00,3350.0,58.75,2591,1916.5129044208459,2449.216127149543,3400.0,58.68491360229417,12.57623782460687,0.0,12.57623782460687,0.0,37.72871347382061,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,0.0,0.0,8.633010969561298,31.234000000000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 10:00:00+03:00,10:00,1399.99,35.2,29.83,10:00,1560.3,2025-07-03T10:00:00+03:00,520.0,59.33,2591,1475.5825204020946,1732.269552217831,604.2322672499446,61.01050316190119,14.01315,0.0,14.01315,0.0,42.03945,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,-14.013150000000081,0.0,19.76055000000008,0.0,0.0,0.0,0.0,0.0,14.013150000000081,0.0,0.0,0.0,,,,,
2025-07-03 11:00:00+03:00,11:00,1572.18,39.53,33.5,11:00,1945.23,2025-07-03T11:00:00+03:00,1847.88,60.0,2591,1585.4465484622342,1991.3762620635118,1894.658974873829,60.58204496377063,15.37937823159235,0.0,15.37937823159235,0.0,46.13813469477705,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,-15.37937823159235,0.0,15.661865305222948,0.0,0.0,0.0,0.0,0.0,15.37937823159235,0.0,0.0,0.0,,,,,
2025-07-03 12:00:00+03:00,12:00,1050.0,26.4,22.37,12:00,1341.1,2025-07-03T12:00:00+03:00,650.0,60.0,2591,1045.569041528205,1336.8807772355522,641.7710771238034,60.160552061210154,15.45,0.0,15.45,0.0,46.35,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,-15.45,0.0,11.336377490572623,0.0,0.0,0.0,0.0,0.0,15.45,0.0,0.0,0.0,,,,,
2025-07-03 13:00:00+03:00,13:00,1750.01,44.0,37.28,13:00,1929.07,2025-07-03T13:00:00+03:00,650.0,60.02,2591,1648.7741528154277,1711.7053697056665,537.1949863086943,58.16444798758406,15.45,0.0,15.45,0.0,46.35,0.0,0.0,0.0,-0.0,0.0,40.2,40.2,0.0,0.0,-8.849894674747986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-07-03 14:00:00+03:00,14:00,1899.98,47.77,40.48,14:00,1829.1,2025-07-03T14:00:00+03:00,500.0,60.01,2591,1720.3947146379755,1476.3367391478903,358.22065072103936,56.27951278638835,59.20120276060872,0.0,59.20120276060872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.2,40.2,-11.79218374222011,0.0,0.0,0.0,0.0,0.0,0.0,11.79218374222011,0.0,0.0,0.0,0.0,,,,,
